farmer_id,age,gender,education_level_years,education_category,marital_status,household_size,state,off_farm_income_ngn,farming_experience_years,farm_size_ha,primary_enterprise,annual_farm_income_ngn,operating_expenditure_ngn,value_farm_assets_ngn,cooperative_member,requests_loan,loan_amount_requested_ngn,loan_purpose,interest_rate_annual_perc,loan_tenure_months,disbursement_lag_days,loan_supervision_visits,utility_payment_timeliness,rent_payment_timeliness,phone_bill_timeliness,value_chain_platform_registered,years_on_platform,marketplace_sales_ngn_last_year,soil_type_known,uses_irrigation,pest_disease_control_method,yield_rating_score_1_10,yield_consistency_rating,post_harvest_loss_perc,smartphone_owner,mobile_money_usage_frequency,active_on_agri_forums,distance_to_market_km,distance_to_lender_km,simulated_creditworthiness_score,loan_repayment_status
FARMER_1507,38,Female,6,Primary Complete,Married,11,Bauchi,0.0,9,3.35,Sorghum,292635.05,122881.68,539484.49,False,True,550000.0,Mechanization Loan,15.94,6,40,0,Fair,N/A,Fair,True,5,218500.34,True,True,Integrated Pest Management,6,High,28.64,False,Never,False,39.4,5.9,3.0,Fully Repaid
FARMER_1508,47,Male,12,Secondary Complete,Married,11,Kwara,0.0,18,5.55,Maize,569840.27,303952.91,1209109.57,False,False,0.0,N/A,0.0,0,0,0,Poor,Fair,Good,False,0,0.0,True,False,Modern Chemical,6,High,19.6,True,Monthly,False,22.4,0.0,,N/A
FARMER_1509,52,Male,6,Primary Complete,Married,15,Bayelsa,0.0,18,2.85,Cassava,534286.04,239574.25,1591049.48,False,True,1370000.0,Working Capital,14.38,24,65,3,Excellent,Excellent,Poor,False,0,0.0,True,False,Integrated Pest Management,6,Medium,21.49,True,Daily,True,65.1,133.2,4.0,Defaulted
FARMER_1510,34,Female,12,Secondary Complete,Single,10,Edo,0.0,18,45.87,Yam,9811803.99,7065368.79,26691608.92,False,True,300000.0,Bundled Services Loan,24.93,24,55,1,Poor,Poor,Good,False,0,0.0,False,False,Modern Chemical,7,Low,21.32,False,Never,False,21.3,94.5,1.0,Defaulted
FARMER_1511,43,Male,16,HND/BSc,Married,11,Kwara,0.0,18,6.06,Yam,772966.71,447147.9,2234491.38,False,True,650000.0,Mechanization Loan,22.15,6,44,4,Good,Fair,Poor,False,0,0.0,False,False,None,3,Low,11.59,False,Never,False,43.4,58.8,3.0,Fully Repaid
FARMER_1512,40,Male,3,Primary Incomplete,Married,14,FCT,0.0,24,5.32,Vegetables,1062113.57,629917.25,2082477.33,True,True,1100000.0,Input Loan,15.65,24,59,4,Good,Good,Fair,True,1,531737.98,True,False,Integrated Pest Management,5,Medium,19.66,True,Monthly,False,11.7,56.1,6.0,Fully Repaid
FARMER_1513,27,Male,3,Primary Incomplete,Single,3,Adamawa,0.0,5,9.75,Vegetables,2421012.66,1127899.94,4697446.87,False,True,1750000.0,Mechanization Loan,13.87,6,15,2,Poor,Excellent,Good,False,0,0.0,False,False,Modern Chemical,7,High,18.41,False,Never,False,58.4,12.6,2.0,Partially Repaid
FARMER_1514,27,Male,16,HND/BSc,Married,13,Kebbi,22015.44,11,4.02,Yam,593679.78,351710.37,1001553.74,False,True,1350000.0,Input Loan,15.83,24,29,5,Fair,Poor,Fair,False,0,0.0,False,False,Organic,5,High,10.36,True,Weekly,False,56.5,147.8,4.0,Partially Repaid
FARMER_1515,40,Male,14,OND/NCE,Married,6,Anambra,66111.77,24,19.78,Goats/Sheep,1377253.11,686946.77,3515358.8,False,True,1640000.0,Input Loan,16.47,9,47,4,Good,Fair,Fair,True,3,526320.57,True,True,Integrated Pest Management,6,Medium,31.31,True,Monthly,False,59.6,89.6,6.0,Fully Repaid
FARMER_1516,58,Male,6,Primary Complete,Married,13,Enugu,0.0,40,8.84,Sorghum,920608.13,480062.16,2755044.18,True,False,0.0,N/A,0.0,0,0,0,Fair,Poor,Excellent,True,5,10271.74,True,False,Traditional,4,Low,32.55,False,Never,False,54.7,0.0,,N/A
FARMER_1517,54,Female,0,None,Married,3,Kebbi,0.0,8,2.56,Vegetables,363195.8,237800.46,627510.25,True,True,670000.0,Working Capital,34.5,24,17,0,Good,Excellent,Good,False,0,0.0,False,False,None,4,Medium,31.7,True,Rarely,True,66.5,78.5,0.0,Defaulted
FARMER_1518,59,Male,14,OND/NCE,Divorced,15,Cross River,0.0,39,1.11,Millet,100901.0,45770.69,309510.94,False,True,820000.0,Input Loan,21.32,9,41,5,Poor,Poor,Excellent,True,1,66666.25,True,False,Integrated Pest Management,7,High,17.83,True,Rarely,False,65.4,130.1,5.0,Fully Repaid
FARMER_1519,56,Male,3,Primary Incomplete,Married,12,Ogun,0.0,35,11.68,Maize,1228196.45,737118.45,3940722.31,False,True,1810000.0,Land Expansion,33.86,12,14,3,Excellent,N/A,Excellent,False,0,0.0,True,True,Organic,7,Low,11.36,True,Rarely,False,12.5,81.1,2.0,Fully Repaid
FARMER_1520,40,Female,0,None,Married,4,Kaduna,0.0,24,5.73,Yam,930331.38,562940.99,1405072.08,True,True,1650000.0,Mechanization Loan,19.63,3,21,2,Poor,Excellent,Excellent,False,0,0.0,False,False,Traditional,4,Medium,26.41,False,Never,False,59.0,31.2,3.0,Partially Repaid
FARMER_1521,49,Male,6,Primary Complete,Married,11,Nasarawa,121770.2,21,4.74,Cassava,800074.67,444907.57,2014579.05,True,True,1230000.0,Mechanization Loan,33.56,12,23,3,Poor,Good,Poor,True,0,0.0,True,True,Integrated Pest Management,7,High,33.48,True,Rarely,False,65.5,57.3,2.0,Partially Repaid
FARMER_1522,34,Male,0,None,Single,10,Jigawa,0.0,17,0.82,Millet,80155.48,52324.31,253861.36,False,False,0.0,N/A,0.0,0,0,0,Poor,Good,Poor,True,2,10963.41,True,False,Traditional,5,Low,6.92,True,Daily,False,17.0,0.0,,N/A
FARMER_1523,64,Female,12,Secondary Complete,Married,3,Akwa Ibom,190955.81,15,1.94,Oil Palm,299592.7,154258.01,591183.26,False,False,0.0,N/A,0.0,0,0,0,Good,Good,Poor,False,0,0.0,False,False,Traditional,6,Medium,32.01,True,Weekly,False,31.4,0.0,,N/A
FARMER_1524,42,Female,16,HND/BSc,Single,9,Anambra,262433.78,7,11.73,Sorghum,1182161.37,585193.12,2380445.21,False,True,1080000.0,Input Loan,32.98,12,75,1,Fair,Fair,Good,True,3,560575.56,False,True,Traditional,7,Medium,8.51,True,Weekly,False,29.0,14.4,5.0,Fully Repaid
FARMER_1525,42,Male,12,Secondary Complete,Single,9,Bauchi,0.0,23,43.24,Maize,3903794.56,1670789.71,9573290.59,False,True,630000.0,Bundled Services Loan,28.43,12,46,1,Poor,Fair,Excellent,True,1,1467022.14,False,False,Traditional,5,Low,12.41,False,Never,False,28.8,27.6,5.0,Fully Repaid
FARMER_1526,27,Female,12,Secondary Complete,Widowed,13,Anambra,0.0,11,1.95,Sorghum,201040.66,105572.71,454287.33,False,True,330000.0,Asset Acquisition,17.76,18,36,0,Fair,N/A,Poor,False,0,0.0,True,False,Modern Chemical,7,Low,15.9,True,Weekly,False,39.6,87.5,1.0,Defaulted
FARMER_1527,63,Female,12,Secondary Complete,Divorced,10,Anambra,0.0,25,6.94,Aquaculture,3452174.07,2182869.07,10050976.89,False,True,1090000.0,Working Capital,28.33,18,50,5,Good,Poor,Fair,False,0,0.0,True,False,Modern Chemical,5,Low,34.1,True,Never,False,65.8,7.2,1.0,Defaulted
FARMER_1528,41,Male,6,Primary Complete,Married,4,Anambra,0.0,25,17.13,Vegetables,3816548.29,1699492.5,7090490.64,False,False,0.0,N/A,0.0,0,0,0,Good,Excellent,Good,False,0,0.0,True,False,Traditional,6,Medium,29.3,False,Never,False,6.0,0.0,,N/A
FARMER_1529,22,Female,18,Masters/PhD,Single,12,Rivers,119573.31,6,34.92,Oil Palm,9177608.74,4305005.63,16801269.34,False,True,1460000.0,Working Capital,13.55,3,67,0,Poor,Excellent,Poor,False,0,0.0,False,True,Modern Chemical,7,High,36.76,False,Never,False,51.2,117.8,3.0,Fully Repaid
FARMER_1530,60,Female,12,Secondary Complete,Married,9,Rivers,196023.44,12,3.97,Cocoa,1162544.43,547228.14,2544003.29,False,True,1500000.0,Bundled Services Loan,28.75,24,24,1,Excellent,Good,Good,False,0,0.0,True,False,Organic,5,Medium,23.77,True,Daily,False,44.9,111.9,6.0,Fully Repaid
FARMER_1531,40,Female,0,None,Married,14,Adamawa,214093.92,2,8.39,Maize,952192.74,715206.68,1805566.6,False,True,1410000.0,Land Expansion,32.27,24,51,3,Fair,Good,Good,False,0,0.0,True,False,Modern Chemical,6,Medium,11.82,True,Weekly,False,22.1,21.2,1.0,Partially Repaid
FARMER_1532,20,Male,6,Primary Complete,Married,11,Edo,0.0,1,0.71,Poultry,315903.26,245535.09,785485.83,True,True,340000.0,Input Loan,13.21,9,38,3,Fair,Fair,Excellent,False,0,0.0,False,False,Modern Chemical,7,High,14.78,True,Weekly,True,20.4,109.2,2.0,Partially Repaid
FARMER_1533,60,Male,9,Secondary Incomplete,Married,12,Zamfara,0.0,28,4.87,Vegetables,1029280.93,475820.83,2319067.35,True,False,0.0,N/A,0.0,0,0,0,Good,Poor,Fair,False,0,0.0,False,False,Traditional,4,High,37.86,False,Never,False,62.9,0.0,,N/A
FARMER_1534,29,Male,6,Primary Complete,Married,13,FCT,0.0,1,9.89,Poultry,2711488.14,1399868.35,7832964.37,False,True,1220000.0,Working Capital,17.05,24,85,0,Poor,Excellent,Fair,False,0,0.0,False,False,Integrated Pest Management,7,High,21.76,False,Never,False,44.1,13.6,2.0,Partially Repaid
FARMER_1535,44,Female,6,Primary Complete,Widowed,9,Enugu,0.0,28,5.91,Oil Palm,1422272.16,1092500.28,4462468.28,False,True,150000.0,Mechanization Loan,26.54,18,62,0,Excellent,Poor,Poor,False,0,0.0,True,False,None,5,Medium,5.75,False,Never,False,9.8,138.9,3.0,Fully Repaid
FARMER_1536,56,Female,0,None,Married,5,Plateau,0.0,18,9.91,Yam,2160315.45,1241133.44,6792358.24,False,False,0.0,N/A,0.0,0,0,0,Poor,Excellent,Excellent,True,2,613432.4,False,False,Modern Chemical,7,Medium,17.7,True,Weekly,False,30.3,0.0,,N/A
FARMER_1537,37,Male,6,Primary Complete,Married,9,Yobe,249259.62,21,5.91,Cocoa,1784443.74,810918.31,3877560.82,False,True,1260000.0,Bundled Services Loan,34.07,6,41,1,Poor,Excellent,Poor,True,5,539801.65,True,False,Traditional,4,High,14.58,False,Never,False,22.0,82.2,4.0,Partially Repaid
FARMER_1538,36,Female,9,Secondary Incomplete,Married,7,Anambra,0.0,19,39.82,Vegetables,6379628.33,4665033.84,19279846.8,False,True,330000.0,Mechanization Loan,16.03,24,47,2,Fair,Poor,Good,False,0,0.0,True,False,Modern Chemical,7,Medium,22.36,False,Never,False,10.4,43.1,1.0,Defaulted
FARMER_1539,39,Female,12,Secondary Complete,Married,11,Rivers,116921.39,23,7.2,Yam,1418896.57,666375.0,3487445.43,True,True,1700000.0,Input Loan,13.7,6,71,1,Excellent,N/A,Excellent,True,4,76013.16,True,False,Traditional,5,Low,7.26,True,Monthly,False,65.7,46.0,9.0,Fully Repaid
FARMER_1540,32,Male,12,Secondary Complete,Married,10,Rivers,0.0,16,0.55,Goats/Sheep,178538.73,88840.56,290534.76,False,True,1780000.0,Bundled Services Loan,12.33,9,79,5,Good,Poor,Good,False,0,0.0,False,False,Traditional,4,High,12.54,False,Never,False,27.6,38.3,3.0,Partially Repaid
FARMER_1541,63,Female,0,None,Single,12,Rivers,0.0,24,30.19,Cassava,5640391.82,2775324.96,10392862.43,False,True,1130000.0,Asset Acquisition,19.6,3,10,5,Fair,Fair,Fair,False,0,0.0,True,False,Modern Chemical,7,Low,20.87,False,Never,False,7.1,102.2,1.0,Defaulted
FARMER_1542,45,Male,12,Secondary Complete,Married,5,Katsina,0.0,20,5.42,Cocoa,1688600.3,1060723.93,2737746.06,False,True,1180000.0,Working Capital,12.42,6,86,5,Poor,Excellent,Fair,False,0,0.0,True,False,Organic,6,Low,10.35,False,Never,False,34.7,25.4,1.0,Defaulted
FARMER_1543,52,Female,9,Secondary Incomplete,Married,11,Nasarawa,0.0,18,4.29,Cocoa,793180.15,354443.68,2048100.86,True,False,0.0,N/A,0.0,0,0,0,Fair,Excellent,Poor,False,0,0.0,True,True,Organic,7,High,30.34,False,Never,False,38.2,0.0,,N/A
FARMER_1544,31,Male,3,Primary Incomplete,Married,4,Benue,0.0,14,3.46,Cassava,646680.52,482249.52,1040772.03,False,True,340000.0,Asset Acquisition,19.68,6,21,3,Good,Good,Poor,False,0,0.0,True,False,None,3,Low,28.1,True,Monthly,False,28.8,60.2,1.0,Defaulted
FARMER_1545,44,Female,6,Primary Complete,Widowed,2,Kebbi,0.0,24,7.73,Aquaculture,2274219.81,1324176.77,6682539.31,True,False,0.0,N/A,0.0,0,0,0,Fair,Poor,Good,False,0,0.0,False,False,Integrated Pest Management,6,Medium,36.89,True,Monthly,True,60.3,0.0,,N/A
FARMER_1546,62,Female,6,Primary Complete,Single,9,Bauchi,0.0,13,28.08,Sorghum,3831343.04,2242997.53,6528274.94,False,False,0.0,N/A,0.0,0,0,0,Fair,Good,Fair,True,4,2875966.56,False,False,Modern Chemical,5,High,27.15,True,Weekly,False,36.7,0.0,,N/A
FARMER_1547,48,Female,3,Primary Incomplete,Married,5,Lagos,0.0,27,3.88,Oil Palm,1036313.58,749754.4,1543559.41,False,True,900000.0,Input Loan,25.04,9,11,5,Good,N/A,Poor,False,0,0.0,True,False,Organic,6,High,36.3,True,Weekly,False,4.0,75.7,1.0,Defaulted
FARMER_1548,28,Female,16,HND/BSc,Single,13,Yobe,173226.23,12,1.61,Maize,227569.98,96837.3,597723.43,False,True,840000.0,Input Loan,23.66,3,10,4,Excellent,Poor,Fair,True,5,111680.86,False,False,None,5,Medium,34.18,False,Never,False,7.6,51.9,6.0,Defaulted
FARMER_1549,57,Female,12,Secondary Complete,Single,11,Ebonyi,114838.25,15,46.06,Maize,5828546.45,3184727.13,11136921.33,False,True,640000.0,Bundled Services Loan,12.81,9,47,0,Fair,Good,Poor,True,0,0.0,False,True,Traditional,7,Low,9.68,False,Never,False,46.6,125.9,3.0,Defaulted
FARMER_1550,58,Male,12,Secondary Complete,Married,10,Delta,0.0,40,3.55,Sorghum,421688.61,331266.94,964899.8,False,True,590000.0,Bundled Services Loan,31.26,6,67,3,Fair,Fair,Fair,True,2,157199.64,True,False,Integrated Pest Management,7,Low,31.87,True,Monthly,True,1.5,111.9,0.0,Partially Repaid
FARMER_1551,45,Female,9,Secondary Incomplete,Married,12,Katsina,270560.9,25,49.48,Poultry,2607950.81,1857020.12,6866844.51,False,False,0.0,N/A,0.0,0,0,0,Poor,Good,Good,False,0,0.0,False,False,Modern Chemical,7,High,5.41,False,Never,False,8.4,0.0,,N/A
FARMER_1552,60,Female,6,Primary Complete,Widowed,9,Ogun,0.0,8,9.92,Aquaculture,3202580.82,2344993.75,7255416.52,False,True,1730000.0,Working Capital,33.46,9,63,3,Good,N/A,Good,False,0,0.0,False,False,Modern Chemical,5,Medium,16.11,False,Never,False,1.8,73.1,1.0,Fully Repaid
FARMER_1553,59,Female,3,Primary Incomplete,Married,8,Benue,0.0,29,5.43,Vegetables,1165748.32,830648.9,1878375.19,True,True,650000.0,Land Expansion,28.4,9,18,4,Good,Poor,Good,False,0,0.0,True,False,Organic,5,Medium,39.31,True,Rarely,False,3.3,69.2,2.0,Defaulted
FARMER_1554,54,Male,14,OND/NCE,Married,3,Kwara,41933.1,20,3.97,Poultry,2494316.47,1921717.2,5169048.23,False,True,300000.0,Asset Acquisition,32.53,12,38,5,Poor,Good,Poor,False,0,0.0,True,False,Modern Chemical,5,Medium,29.45,True,Rarely,False,14.0,108.3,2.0,Partially Repaid
FARMER_1555,49,Male,6,Primary Complete,Married,5,Zamfara,187614.07,13,4.5,Goats/Sheep,990730.51,539649.33,2006609.22,False,True,820000.0,Working Capital,27.12,12,62,4,Excellent,Fair,Poor,False,0,0.0,True,False,Traditional,5,High,32.27,False,Never,False,21.9,26.0,4.0,Defaulted
FARMER_1556,33,Male,3,Primary Incomplete,Married,8,Gombe,0.0,17,3.68,Rice,752163.53,433380.2,1034179.58,False,True,540000.0,Land Expansion,12.61,18,44,4,Poor,Poor,Good,False,0,0.0,True,True,Integrated Pest Management,8,High,20.5,False,Never,False,19.2,96.3,2.0,Fully Repaid
FARMER_1557,31,Female,12,Secondary Complete,Married,3,Katsina,0.0,13,0.59,Aquaculture,348857.88,235998.75,633500.08,False,True,1510000.0,Bundled Services Loan,21.71,24,87,0,Good,Poor,Good,False,0,0.0,False,False,Integrated Pest Management,7,High,12.71,False,Never,False,41.8,81.6,2.0,Defaulted
FARMER_1558,26,Female,12,Secondary Complete,Married,2,Delta,0.0,10,6.45,Cassava,1063325.27,550561.94,2247879.02,False,False,0.0,N/A,0.0,0,0,0,Excellent,Poor,Fair,False,0,0.0,True,False,Organic,5,High,30.43,True,Never,False,43.5,0.0,,N/A
FARMER_1559,20,Male,0,None,Married,15,FCT,0.0,2,4.72,Yam,1022334.26,605333.96,2338409.16,False,True,1040000.0,Mechanization Loan,33.62,24,90,3,Excellent,Poor,Good,True,4,189317.62,False,False,Traditional,4,Medium,39.1,False,Never,False,13.0,111.8,4.0,Fully Repaid
FARMER_1560,49,Female,12,Secondary Complete,Divorced,10,Katsina,0.0,29,1.56,Cocoa,276711.92,121120.16,805150.59,False,True,1710000.0,Bundled Services Loan,32.22,12,62,1,Good,Poor,Excellent,False,0,0.0,True,False,None,3,High,18.08,True,Weekly,False,22.9,9.4,3.0,Defaulted
FARMER_1561,32,Female,6,Primary Complete,Married,12,Ogun,0.0,16,3.25,Yam,547609.29,252414.8,848292.53,False,False,0.0,N/A,0.0,0,0,0,Good,N/A,Excellent,True,0,0.0,True,True,Organic,7,Low,9.14,False,Never,False,1.6,0.0,,N/A
FARMER_1562,51,Female,6,Primary Complete,Married,5,Taraba,0.0,35,4.85,Oil Palm,1110850.03,756017.41,1541119.59,False,False,0.0,N/A,0.0,0,0,0,Fair,N/A,Excellent,True,5,859978.95,False,False,Traditional,5,High,19.02,False,Never,False,58.3,0.0,,N/A
FARMER_1563,55,Male,14,OND/NCE,Married,4,Akwa Ibom,260626.8,36,5.68,Poultry,2443410.35,1117592.9,4282451.33,False,True,1830000.0,Working Capital,29.83,18,84,2,Excellent,Poor,Fair,False,0,0.0,True,False,Traditional,5,Low,39.5,True,Weekly,False,20.2,59.1,4.0,Partially Repaid
FARMER_1564,18,Male,12,Secondary Complete,Married,6,Niger,0.0,2,7.35,Cassava,1246458.17,763027.69,2450470.87,True,True,1110000.0,Mechanization Loan,27.71,24,28,2,Poor,Excellent,Poor,False,0,0.0,True,False,Traditional,4,Low,28.9,False,Never,False,12.7,133.7,2.0,Defaulted
FARMER_1565,43,Female,6,Primary Complete,Married,13,Benue,22076.73,3,34.68,Vegetables,5589192.45,4280580.38,16755754.25,True,False,0.0,N/A,0.0,0,0,0,Excellent,Poor,Good,False,0,0.0,True,False,Organic,6,Low,25.32,True,Weekly,True,41.5,0.0,,N/A
FARMER_1566,54,Male,6,Primary Complete,Married,2,Kano,0.0,14,9.45,Cassava,1160458.62,497873.76,2413048.66,False,False,0.0,N/A,0.0,0,0,0,Fair,Fair,Excellent,False,0,0.0,True,False,Traditional,5,Medium,26.29,False,Never,False,45.1,0.0,,N/A
FARMER_1567,18,Male,12,Secondary Complete,Married,13,Borno,0.0,1,7.74,Poultry,2783939.43,1839955.63,4880076.33,False,True,1420000.0,Bundled Services Loan,29.87,6,43,2,Excellent,Poor,Good,False,0,0.0,True,True,Modern Chemical,8,High,15.33,True,Rarely,False,52.6,109.7,4.0,Fully Repaid
FARMER_1568,60,Female,3,Primary Incomplete,Married,11,Oyo,0.0,23,6.99,Vegetables,1243436.96,796263.26,3159447.03,False,True,1680000.0,Bundled Services Loan,24.39,9,16,3,Poor,Fair,Fair,True,4,970352.2,True,True,Traditional,7,Low,12.23,False,Never,False,47.5,101.6,2.0,Fully Repaid
FARMER_1569,42,Female,6,Primary Complete,Married,11,Kogi,0.0,18,7.99,Rice,902992.36,443312.95,2762291.08,False,True,1600000.0,Land Expansion,14.71,6,85,2,Good,Fair,Fair,False,0,0.0,False,False,Modern Chemical,7,High,11.62,False,Never,False,19.3,24.4,3.0,Fully Repaid
FARMER_1570,42,Female,0,None,Married,15,Zamfara,0.0,16,6.15,Maize,761993.74,528624.27,2181784.64,False,False,0.0,N/A,0.0,0,0,0,Poor,Fair,Excellent,False,0,0.0,True,False,Organic,4,Low,15.0,True,Rarely,False,25.7,0.0,,N/A
FARMER_1571,37,Female,9,Secondary Incomplete,Divorced,14,Kwara,295426.93,21,9.61,Cassava,1078561.88,591599.46,2544378.33,True,False,0.0,N/A,0.0,0,0,0,Good,N/A,Excellent,False,0,0.0,False,True,None,4,Medium,29.6,True,Monthly,False,66.4,0.0,,N/A
FARMER_1572,26,Female,12,Secondary Complete,Widowed,8,Benue,168206.55,10,4.63,Yam,876336.98,449850.35,2724774.21,True,True,1130000.0,Working Capital,22.91,6,11,1,Good,Poor,Excellent,False,0,0.0,False,False,Integrated Pest Management,6,High,28.97,True,Weekly,True,8.0,98.9,7.0,Fully Repaid
FARMER_1573,64,Female,0,None,Married,4,Adamawa,250989.1,17,4.64,Oil Palm,769245.82,422756.49,1973405.76,True,True,1540000.0,Input Loan,21.5,3,61,0,Excellent,N/A,Good,True,3,513560.62,False,False,Integrated Pest Management,6,Low,11.51,True,Weekly,False,69.4,115.2,7.0,Partially Repaid
FARMER_1574,46,Male,18,Masters/PhD,Single,15,Rivers,233371.74,15,9.96,Yam,1678316.59,760786.39,2553981.36,False,True,1620000.0,Input Loan,31.5,3,63,5,Excellent,Good,Fair,False,0,0.0,False,False,Organic,5,Low,27.74,True,Weekly,False,3.2,84.6,4.0,Fully Repaid
FARMER_1575,19,Male,6,Primary Complete,Married,4,Sokoto,258497.85,3,7.45,Oil Palm,1864378.47,970855.96,5403940.01,False,True,1330000.0,Asset Acquisition,23.3,9,51,5,Excellent,Fair,Fair,False,0,0.0,False,False,Modern Chemical,7,High,17.65,True,Weekly,False,49.1,26.9,5.0,Fully Repaid
FARMER_1576,62,Male,6,Primary Complete,Married,9,Yobe,0.0,34,9.85,Aquaculture,2949144.24,2145297.02,8937336.89,True,True,1050000.0,Land Expansion,22.94,6,29,1,Good,N/A,Poor,False,0,0.0,False,False,Integrated Pest Management,6,Medium,28.69,True,Weekly,False,35.4,149.6,3.0,Partially Repaid
FARMER_1577,37,Female,12,Secondary Complete,Widowed,5,Lagos,123213.11,14,3.96,Vegetables,847864.12,598347.05,2637171.12,False,True,1990000.0,Input Loan,25.22,12,26,4,Poor,Fair,Good,False,0,0.0,True,False,Traditional,6,High,36.2,False,Never,False,46.7,81.5,2.0,Fully Repaid
FARMER_1578,30,Female,16,HND/BSc,Married,3,Taraba,0.0,14,14.18,Vegetables,2449690.88,1618003.3,5867713.13,False,True,390000.0,Mechanization Loan,18.1,3,67,2,Good,Excellent,Fair,False,0,0.0,True,True,Integrated Pest Management,6,Low,31.58,True,Monthly,False,8.3,50.9,1.0,Partially Repaid
FARMER_1579,50,Female,16,HND/BSc,Married,8,Abia,0.0,21,7.24,Rice,1407676.6,807929.13,3734094.49,False,True,410000.0,Input Loan,27.67,3,58,1,Fair,Excellent,Good,True,0,0.0,True,False,Traditional,6,Low,22.66,False,Never,False,9.2,107.8,2.0,Fully Repaid
FARMER_1580,31,Female,12,Secondary Complete,Married,7,Oyo,118093.64,5,4.98,Aquaculture,3768854.59,2474140.65,5578005.24,False,False,0.0,N/A,0.0,0,0,0,Good,Fair,Poor,False,0,0.0,False,False,Organic,5,High,6.76,True,Monthly,False,27.8,0.0,,N/A
FARMER_1581,35,Male,12,Secondary Complete,Married,15,Ebonyi,0.0,19,4.85,Poultry,2409609.44,1343158.72,7013423.62,False,True,940000.0,Input Loan,27.33,24,82,3,Poor,N/A,Excellent,False,0,0.0,False,False,Modern Chemical,6,Low,12.32,True,Daily,False,19.1,108.9,3.0,Fully Repaid
FARMER_1582,20,Male,6,Primary Complete,Single,2,Oyo,0.0,3,3.56,Aquaculture,2629044.96,1423872.09,7939758.69,False,True,520000.0,Mechanization Loan,26.58,9,13,2,Good,Fair,Fair,False,0,0.0,True,False,Traditional,5,Low,19.77,False,Never,False,59.2,35.4,2.0,Partially Repaid
FARMER_1583,54,Male,0,None,Married,6,Ogun,192056.76,27,5.69,Sorghum,441656.85,300166.87,1269984.2,True,True,580000.0,Input Loan,33.97,6,31,5,Good,Excellent,Good,False,0,0.0,True,True,Integrated Pest Management,7,High,29.57,True,Rarely,False,38.1,39.0,2.0,Defaulted
FARMER_1584,28,Male,9,Secondary Incomplete,Married,6,Ekiti,150896.27,12,1.17,Sorghum,165915.26,90748.83,408998.88,False,True,120000.0,Asset Acquisition,13.07,18,60,4,Fair,N/A,Good,False,0,0.0,True,False,Modern Chemical,7,Medium,17.97,False,Never,False,68.9,99.3,2.0,Fully Repaid
FARMER_1585,46,Female,12,Secondary Complete,Married,6,Abia,173425.33,11,9.69,Sorghum,767728.68,416676.42,2158147.66,True,True,1650000.0,Land Expansion,21.26,24,35,2,Excellent,N/A,Good,False,0,0.0,True,False,Organic,5,Medium,19.78,False,Never,False,13.0,104.9,7.0,Fully Repaid
FARMER_1586,51,Male,16,HND/BSc,Married,8,Enugu,45718.23,2,7.35,Millet,851228.05,589011.34,1328599.38,False,True,1990000.0,Land Expansion,22.73,12,68,1,Poor,Poor,Good,False,0,0.0,False,False,Traditional,4,High,23.38,True,Weekly,False,66.2,58.0,3.0,Fully Repaid
FARMER_1587,40,Female,0,None,Married,4,Borno,50662.13,24,4.36,Aquaculture,2991023.51,1592079.7,3582142.22,False,False,0.0,N/A,0.0,0,0,0,Fair,Good,Poor,True,4,1472874.79,True,False,Traditional,5,Medium,22.34,False,Never,False,1.4,0.0,,N/A
FARMER_1588,59,Female,0,None,Widowed,13,Benue,0.0,10,40.08,Poultry,1948545.99,1260074.16,4318292.68,True,True,1010000.0,Land Expansion,20.04,12,52,3,Poor,Good,Poor,False,0,0.0,True,False,Modern Chemical,5,High,35.08,True,Daily,False,44.3,138.5,1.0,Defaulted
FARMER_1589,21,Male,12,Secondary Complete,Married,10,Yobe,0.0,5,9.64,Vegetables,2369940.34,950511.77,5786486.93,False,False,0.0,N/A,0.0,0,0,0,Excellent,N/A,Excellent,False,0,0.0,False,False,None,5,High,13.28,True,Monthly,False,51.9,0.0,,N/A
FARMER_1590,65,Female,3,Primary Incomplete,Married,15,Delta,0.0,25,11.91,Cocoa,3031941.19,1256597.74,4599125.04,False,True,1540000.0,Input Loan,22.97,24,71,4,Excellent,Poor,Poor,False,0,0.0,False,False,Organic,6,High,23.24,True,Weekly,False,14.1,110.7,4.0,Defaulted
FARMER_1591,65,Male,9,Secondary Incomplete,Widowed,10,Yobe,0.0,33,2.24,Sorghum,277886.51,217384.06,743548.17,False,True,690000.0,Working Capital,18.42,3,82,5,Good,Poor,Fair,False,0,0.0,True,False,Traditional,4,Low,24.21,False,Never,False,12.4,36.4,0.0,Partially Repaid
FARMER_1592,54,Female,0,None,Married,5,Gombe,0.0,17,6.15,Poultry,2700319.14,1294974.39,3795397.77,True,True,780000.0,Asset Acquisition,32.84,3,81,0,Poor,Fair,Excellent,True,1,298121.31,False,False,None,3,Medium,25.71,False,Never,False,9.9,129.9,5.0,Fully Repaid
FARMER_1593,47,Male,18,Masters/PhD,Married,2,Borno,0.0,9,3.21,Rice,554147.2,239330.27,1146104.58,False,False,0.0,N/A,0.0,0,0,0,Excellent,Excellent,Fair,False,0,0.0,True,False,Organic,5,High,27.18,False,Never,False,51.3,0.0,,N/A
