Enterprise_ID,Farmer_ID,Enterprise_Type,Primary_Crop,Secondary_Crop,Farm_Size_Ha,Farm_Size_Category,Farming_Experience_Years,Farming_Equipment_Type,Uses_Irrigation,Depends_on_Rain,Uses_Fertilizer,Uses_Improved_Seeds,Yield_per_Hectare_Tons,Profit_NGN,Monthly_Income_NGN,Monthly_Expense_NGN,Value_of_Farm_Assets_NGN,Total_Operating_Expenditure_NGN,Farm_Income_NGN
E0001857,NGF001319,Crop,Oil Palm,Plantain,0.48,Subsistence (<1ha),39,Integrated,False,True,False,False,6.03,1325000.0,120417.0,10000.0,344000.0,120000.0,1445000.0
E0001858,NGF001320,Crop,Maize,Sesame,3.33,Small (1-5ha),15,Traditional,True,False,True,False,4.22,2154000.0,234167.0,54667.0,999000.0,656000.0,2810000.0
E0001859,NGF001321,Crop,Cassava,Cocoa,1.47,Small (1-5ha),13,Traditional,False,True,False,False,20.1,3473000.0,295500.0,6083.0,441000.0,73000.0,3546000.0
E0001860,NGF001322,Crop,Sorghum,Yam,2.33,Small (1-5ha),20,Traditional,False,True,False,False,3.1,1144000.0,114333.0,19000.0,699000.0,228000.0,1372000.0
E0001861,NGF001322,Goats,,,0.0,,20,N/A,False,True,False,False,0.0,0.0,0.0,0.0,699000.0,0.0,0.0
E0001862,NGF001323,Crop,Tomato,Cowpea,0.41,Subsistence (<1ha),4,Traditional,False,True,True,False,32.28,3245000.0,275667.0,5250.0,123000.0,63000.0,3308000.0
E0001863,NGF001324,Crop,Sorghum,Beans,1.07,Small (1-5ha),21,Traditional,False,True,False,False,2.09,328000.0,35500.0,8167.0,321000.0,98000.0,426000.0
E0001864,NGF001325,Crop,Maize,Beans,2.01,Small (1-5ha),36,Integrated,False,True,True,False,4.02,1310000.0,134667.0,25500.0,803000.0,306000.0,1616000.0
E0001865,NGF001325,Poultry,,,0.0,,36,N/A,False,True,False,False,0.0,0.0,0.0,0.0,803000.0,0.0,0.0
E0001866,NGF001326,Crop,Cassava,Rubber,0.37,Subsistence (<1ha),15,Integrated,False,True,False,False,17.0,734000.0,62917.0,1750.0,311000.0,21000.0,755000.0
E0001867,NGF001326,Poultry,,,0.0,,15,N/A,False,True,False,False,0.0,0.0,0.0,0.0,311000.0,0.0,0.0
E0001868,NGF001327,Crop,Sorghum,Maize,4.44,Small (1-5ha),21,Traditional,False,True,False,False,2.3,1466000.0,161667.0,39500.0,1332000.0,474000.0,1940000.0
E0001869,NGF001327,Poultry,,,0.0,,21,N/A,False,True,False,False,0.0,0.0,0.0,0.0,1332000.0,0.0,0.0
E0001870,NGF001328,Crop,Guinea Corn,Sorghum,2.06,Small (1-5ha),28,Unknown,False,True,False,False,1.63,418000.0,53167.0,18333.0,618000.0,220000.0,638000.0
E0001871,NGF001328,Goats,,,0.0,,28,N/A,False,True,False,False,0.0,0.0,0.0,0.0,618000.0,0.0,0.0
E0001872,NGF001329,Crop,Sorghum,Millet,3.29,Small (1-5ha),3,Traditional,False,True,False,False,1.97,890000.0,102583.0,28417.0,987000.0,341000.0,1231000.0
E0001873,NGF001330,Crop,Maize,Vegetables,0.21,Subsistence (<1ha),24,Traditional,False,True,False,False,3.2,110000.0,11167.0,2000.0,63000.0,24000.0,134000.0
E0001874,NGF001331,Crop,Groundnut,Sorghum,0.72,Subsistence (<1ha),14,Traditional,False,True,True,False,1.6,321000.0,43083.0,16333.0,216000.0,196000.0,517000.0
E0001875,NGF001331,Poultry,,,0.0,,14,N/A,False,True,False,False,0.0,0.0,0.0,0.0,216000.0,0.0,0.0
E0001876,NGF001332,Crop,Cowpea,Maize,0.42,Subsistence (<1ha),5,Traditional,False,True,False,False,1.22,110000.0,17000.0,7833.0,126000.0,94000.0,204000.0
E0001877,NGF001333,Crop,Sorghum,,3.33,Small (1-5ha),3,Traditional,False,True,False,False,1.94,820000.0,102250.0,33917.0,999000.0,407000.0,1227000.0
E0001878,NGF001333,Goats,,,0.0,,3,N/A,False,True,False,False,0.0,0.0,0.0,0.0,999000.0,0.0,0.0
E0001879,NGF001334,Crop,Oil Palm,Rice,0.78,Subsistence (<1ha),12,Integrated,False,True,False,False,5.29,1838000.0,172083.0,18917.0,484000.0,227000.0,2065000.0
E0001880,NGF001335,Crop,Guinea Corn,Maize,0.67,Subsistence (<1ha),17,Traditional,False,True,True,False,2.85,297000.0,30250.0,5500.0,201000.0,66000.0,363000.0
E0001881,NGF001336,Crop,Cowpea,Beans,0.69,Subsistence (<1ha),29,Integrated,False,True,False,False,0.85,94000.0,19667.0,11833.0,257000.0,142000.0,236000.0
E0001882,NGF001337,Crop,Maize,Cassava,0.22,Subsistence (<1ha),2,Traditional,False,True,True,False,3.42,120000.0,12500.0,2500.0,66000.0,30000.0,150000.0
E0001883,NGF001338,Crop,Millet,Beans,5.15,Medium (5-10ha),16,Traditional,False,True,False,False,2.16,1548000.0,166833.0,37833.0,1545000.0,454000.0,2002000.0
E0001884,NGF001338,Goats,,,0.0,,16,N/A,False,True,False,False,0.0,0.0,0.0,0.0,1545000.0,0.0,0.0
E0001885,NGF001339,Crop,Cotton,Cowpea,2.5,Small (1-5ha),19,Traditional,False,True,False,False,2.82,3070000.0,323167.0,67333.0,750000.0,808000.0,3878000.0
E0001886,NGF001340,Crop,Cotton,Guinea Corn,0.61,Subsistence (<1ha),16,Traditional,False,True,False,False,1.62,366000.0,45333.0,14833.0,183000.0,178000.0,544000.0
E0001887,NGF001340,Goats,,,0.0,,16,N/A,False,True,False,False,0.0,0.0,0.0,0.0,183000.0,0.0,0.0
E0001888,NGF001341,Crop,Maize,Rice,4.39,Small (1-5ha),12,Traditional,False,True,True,False,4.53,3419000.0,331500.0,46583.0,1317000.0,559000.0,3978000.0
E0001889,NGF001341,Goats,,,0.0,,12,N/A,False,True,False,False,0.0,0.0,0.0,0.0,1317000.0,0.0,0.0
E0001890,NGF001342,Crop,Cassava,Plantain,0.2,Subsistence (<1ha),23,Integrated,False,True,True,False,20.99,490000.0,42000.0,1167.0,110000.0,14000.0,504000.0
E0001891,NGF001343,Crop,Maize,Sorghum,0.3,Subsistence (<1ha),1,Traditional,False,True,False,False,2.74,134000.0,13667.0,2500.0,90000.0,30000.0,164000.0
E0001892,NGF001344,Crop,Beans,Cowpea,0.95,Subsistence (<1ha),6,Traditional,False,True,False,False,1.18,294000.0,37333.0,12833.0,285000.0,154000.0,448000.0
E0001893,NGF001344,Goats,,,0.0,,6,N/A,False,True,False,False,0.0,0.0,0.0,0.0,285000.0,0.0,0.0
E0001894,NGF001345,Crop,Maize,Guinea Corn,2.02,Small (1-5ha),10,Traditional,False,True,True,False,4.13,1437000.0,139000.0,19250.0,606000.0,231000.0,1668000.0
E0001895,NGF001345,Cattle,,,0.0,,10,N/A,False,True,False,False,0.0,0.0,0.0,0.0,606000.0,0.0,0.0
E0001896,NGF001346,Crop,Cocoa,Maize,0.44,Subsistence (<1ha),9,Traditional,False,True,False,False,0.76,151000.0,41250.0,28667.0,132000.0,344000.0,495000.0
E0001897,NGF001347,Crop,Rubber,Plantain,0.22,Subsistence (<1ha),17,Traditional,False,True,True,False,2.46,276000.0,31500.0,8500.0,66000.0,102000.0,378000.0
E0001898,NGF001347,Poultry,,,0.0,,17,N/A,False,True,False,False,0.0,0.0,0.0,0.0,66000.0,0.0,0.0
E0001899,NGF001348,Crop,Cassava,Vegetables,0.1,Subsistence (<1ha),14,Unknown,False,True,False,False,14.35,166000.0,14417.0,583.0,30000.0,7000.0,173000.0
E0001900,NGF001348,Poultry,,,0.0,,14,N/A,False,True,False,False,0.0,0.0,0.0,0.0,30000.0,0.0,0.0
E0001901,NGF001349,Crop,Sorghum,Guinea Corn,0.85,Subsistence (<1ha),6,Integrated,False,True,False,False,2.02,255000.0,27250.0,6000.0,305000.0,72000.0,327000.0
E0001902,NGF001350,Crop,Beans,Rice,0.67,Subsistence (<1ha),7,Traditional,False,True,False,False,0.99,114000.0,22000.0,12500.0,201000.0,150000.0,264000.0
E0001903,NGF001350,Poultry,,,0.0,,7,N/A,False,True,False,False,0.0,0.0,0.0,0.0,201000.0,0.0,0.0
E0001904,NGF001351,Crop,Cassava,Oil Palm,0.22,Subsistence (<1ha),36,Traditional,False,True,False,True,20.67,533000.0,45500.0,1083.0,66000.0,13000.0,546000.0
E0001905,NGF001352,Crop,Maize,,3.62,Small (1-5ha),14,Traditional,False,True,True,False,2.55,1373000.0,153833.0,39417.0,1086000.0,473000.0,1846000.0
E0001906,NGF001352,Cattle,,,0.0,,14,N/A,False,True,False,False,0.0,0.0,0.0,0.0,1086000.0,0.0,0.0
E0001907,NGF001353,Crop,Beans,Tomato,4.51,Small (1-5ha),13,Traditional,False,True,True,False,1.3,1165000.0,195333.0,98250.0,1353000.0,1179000.0,2344000.0
E0001908,NGF001353,Goats,,,0.0,,13,N/A,False,True,False,False,0.0,0.0,0.0,0.0,1353000.0,0.0,0.0
E0001909,NGF001354,Crop,Sorghum,Cowpea,5.91,Medium (5-10ha),8,Traditional,False,True,False,False,2.23,1924000.0,208667.0,48333.0,1773000.0,580000.0,2504000.0
E0001910,NGF001355,Crop,Cowpea,Sesame,0.4,Subsistence (<1ha),1,Traditional,False,True,True,False,0.85,25000.0,11333.0,9250.0,120000.0,111000.0,136000.0
E0001911,NGF001356,Crop,Yam,Cassava,0.36,Subsistence (<1ha),21,Traditional,False,True,True,False,15.05,1450000.0,126500.0,5667.0,108000.0,68000.0,1518000.0
E0001912,NGF001357,Crop,Beans,Rice,0.32,Subsistence (<1ha),20,Traditional,False,True,False,False,1.16,80000.0,12333.0,5667.0,96000.0,68000.0,148000.0
E0001913,NGF001358,Crop,Rice,Millet,0.5,Subsistence (<1ha),24,Traditional,False,True,False,False,2.4,319000.0,35000.0,8417.0,150000.0,101000.0,420000.0
E0001914,NGF001358,Goats,,,0.0,,24,N/A,False,True,False,False,0.0,0.0,0.0,0.0,150000.0,0.0,0.0
E0001915,NGF001359,Crop,Rice,Cotton,1.56,Small (1-5ha),3,Traditional,False,True,False,False,3.07,1409000.0,139667.0,22250.0,468000.0,267000.0,1676000.0
E0001916,NGF001360,Crop,Maize,,1.4,Small (1-5ha),18,Integrated,False,True,False,False,3.0,715000.0,70000.0,10417.0,620000.0,125000.0,840000.0
E0001917,NGF001361,Crop,Maize,Rice,2.25,Small (1-5ha),32,Traditional,False,True,False,False,2.95,1127000.0,110667.0,16750.0,675000.0,201000.0,1328000.0
E0001918,NGF001362,Crop,Maize,Beans,1.63,Small (1-5ha),11,Traditional,False,True,False,False,2.79,771000.0,75833.0,11583.0,489000.0,139000.0,910000.0
E0001919,NGF001362,Pigs,,,0.0,,11,N/A,False,True,False,False,0.0,0.0,0.0,0.0,489000.0,0.0,0.0
E0001920,NGF001363,Crop,Cowpea,,0.58,Subsistence (<1ha),11,Traditional,False,True,False,False,1.29,199000.0,25000.0,8417.0,174000.0,101000.0,300000.0
E0001921,NGF001364,Crop,Guinea Corn,Soybean,0.53,Subsistence (<1ha),11,Integrated,False,True,False,False,2.95,243000.0,24667.0,4417.0,209000.0,53000.0,296000.0
E0001922,NGF001364,Poultry,,,0.0,,11,N/A,False,True,False,False,0.0,0.0,0.0,0.0,209000.0,0.0,0.0
E0001923,NGF001365,Crop,Vegetables,Yam,2.28,Small (1-5ha),24,Traditional,False,True,False,True,22.07,15668000.0,1341833.0,36167.0,684000.0,434000.0,16102000.0
E0001924,NGF001365,Cattle,,,0.0,,24,N/A,False,True,False,False,0.0,0.0,0.0,0.0,684000.0,0.0,0.0
E0001925,NGF001366,Crop,Sorghum,Yam,3.04,Small (1-5ha),1,Traditional,False,True,False,False,1.3,413000.0,62500.0,28083.0,912000.0,337000.0,750000.0
E0001926,NGF001367,Crop,Vegetables,Oil Palm,0.27,Subsistence (<1ha),18,Traditional,False,True,False,False,16.26,1370000.0,117083.0,2917.0,81000.0,35000.0,1405000.0
E0001927,NGF001368,Crop,Plantain,Yam,0.21,Subsistence (<1ha),30,Traditional,False,True,True,False,22.71,1016000.0,87417.0,2750.0,63000.0,33000.0,1049000.0
E0001928,NGF001369,Crop,Soybean,Cassava,0.62,Subsistence (<1ha),8,Traditional,False,True,True,False,1.95,339000.0,38333.0,10083.0,186000.0,121000.0,460000.0
E0001929,NGF001369,Goats,,,0.0,,8,N/A,False,True,False,False,0.0,0.0,0.0,0.0,186000.0,0.0,0.0
E0001930,NGF001370,Crop,Yam,Plantain,0.39,Subsistence (<1ha),1,Traditional,False,True,False,False,9.07,937000.0,82583.0,4500.0,117000.0,54000.0,991000.0
E0001931,NGF001370,Goats,,,0.0,,1,N/A,False,True,False,False,0.0,0.0,0.0,0.0,117000.0,0.0,0.0
E0001932,NGF001371,Crop,Rice,Cocoa,0.41,Subsistence (<1ha),36,Traditional,False,True,True,False,4.91,633000.0,58583.0,5833.0,123000.0,70000.0,703000.0
E0001933,NGF001372,Crop,Oil Palm,Maize,1.74,Small (1-5ha),10,Traditional,False,True,False,False,4.79,3740000.0,347083.0,35417.0,522000.0,425000.0,4165000.0
E0001934,NGF001373,Crop,Oil Palm,Yam,0.83,Subsistence (<1ha),22,Traditional,False,True,False,False,5.25,2005000.0,181667.0,14583.0,249000.0,175000.0,2180000.0
E0001935,NGF001374,Crop,Yam,Beans,0.45,Subsistence (<1ha),16,Traditional,False,True,False,False,11.28,1358000.0,118500.0,5333.0,135000.0,64000.0,1422000.0
E0001936,NGF001375,Crop,Cassava,Yam,0.15,Subsistence (<1ha),22,Traditional,False,True,False,False,14.6,253000.0,21917.0,833.0,45000.0,10000.0,263000.0
E0001937,NGF001376,Crop,Guinea Corn,Maize,0.46,Subsistence (<1ha),9,Unknown,False,True,True,False,3.01,211000.0,21833.0,4250.0,138000.0,51000.0,262000.0
E0001938,NGF001377,Crop,Yam,Cowpea,0.31,Subsistence (<1ha),34,Integrated,False,True,False,False,14.97,1260000.0,108250.0,3250.0,143000.0,39000.0,1299000.0
E0001939,NGF001377,Poultry,,,0.0,,34,N/A,False,True,False,False,0.0,0.0,0.0,0.0,143000.0,0.0,0.0
E0001940,NGF001378,Crop,Yam,Soybean,2.76,Small (1-5ha),24,Traditional,False,True,False,False,12.31,9116000.0,792833.0,33167.0,828000.0,398000.0,9514000.0
E0001941,NGF001379,Crop,Guinea Corn,Beans,1.3,Small (1-5ha),10,Traditional,False,True,False,False,1.63,290000.0,33583.0,9417.0,390000.0,113000.0,403000.0
E0001942,NGF001380,Crop,Millet,Yam,1.27,Small (1-5ha),22,Traditional,False,True,False,True,1.63,239000.0,31083.0,11167.0,381000.0,134000.0,373000.0
E0001943,NGF001381,Crop,Cocoa,Oil Palm,1.09,Small (1-5ha),38,Integrated,False,True,True,False,0.96,739000.0,131250.0,69667.0,377000.0,836000.0,1575000.0
E0001944,NGF001381,Goats,,,0.0,,38,N/A,False,True,False,False,0.0,0.0,0.0,0.0,377000.0,0.0,0.0
E0001945,NGF001382,Crop,Maize,Guinea Corn,0.44,Subsistence (<1ha),19,Integrated,False,True,False,False,2.28,159000.0,16667.0,3417.0,182000.0,41000.0,200000.0
E0001946,NGF001382,Goats,,,0.0,,19,N/A,False,True,False,False,0.0,0.0,0.0,0.0,182000.0,0.0,0.0
E0001947,NGF001383,Crop,Cocoa,,1.45,Small (1-5ha),27,Traditional,False,True,True,True,1.09,590000.0,197500.0,148333.0,435000.0,1780000.0,2370000.0
E0001948,NGF001384,Crop,Beans,Oil Palm,0.82,Subsistence (<1ha),1,Traditional,False,True,True,False,1.25,182000.0,34000.0,18833.0,246000.0,226000.0,408000.0
E0001949,NGF001385,Crop,Cassava,Yam,0.37,Subsistence (<1ha),9,Traditional,False,True,True,False,12.84,539000.0,47500.0,2583.0,111000.0,31000.0,570000.0
E0001950,NGF001386,Crop,Tomato,Sorghum,1.42,Small (1-5ha),5,Traditional,False,True,False,True,33.1,11543000.0,979167.0,17250.0,426000.0,207000.0,11750000.0
E0001951,NGF001387,Crop,Cowpea,Beans,0.44,Subsistence (<1ha),8,Integrated,False,True,False,False,1.27,138000.0,18667.0,7167.0,182000.0,86000.0,224000.0
E0001952,NGF001388,Crop,Vegetables,Cocoa,0.22,Subsistence (<1ha),34,Integrated,False,True,False,False,23.38,1603000.0,137083.0,3500.0,116000.0,42000.0,1645000.0
E0001953,NGF001389,Crop,Rice,Sesame,2.3,Small (1-5ha),1,Traditional,False,True,True,False,4.38,3072000.0,293667.0,37667.0,690000.0,452000.0,3524000.0
E0001954,NGF001390,Crop,Yam,Cassava,1.23,Small (1-5ha),24,Traditional,False,True,False,False,14.51,4792000.0,416500.0,17167.0,369000.0,206000.0,4998000.0
E0001955,NGF001391,Crop,Yam,Beans,0.2,Subsistence (<1ha),7,Traditional,False,True,False,False,13.1,705000.0,61167.0,2417.0,60000.0,29000.0,734000.0
E0001956,NGF001391,Goats,,,0.0,,7,N/A,False,True,False,False,0.0,0.0,0.0,0.0,60000.0,0.0,0.0
E0001957,NGF001392,Crop,Yam,Maize,0.92,Subsistence (<1ha),15,Traditional,False,True,True,False,17.41,4345000.0,373833.0,11750.0,276000.0,141000.0,4486000.0
E0001958,NGF001393,Crop,Sorghum,Millet,1.26,Small (1-5ha),9,Integrated,False,True,False,False,1.52,227000.0,30417.0,11500.0,578000.0,138000.0,365000.0
E0001959,NGF001394,Crop,Cowpea,Vegetables,0.24,Subsistence (<1ha),14,Traditional,False,True,False,False,1.13,63000.0,9000.0,3750.0,72000.0,45000.0,108000.0
E0001960,NGF001394,Poultry,,,0.0,,14,N/A,False,True,False,False,0.0,0.0,0.0,0.0,72000.0,0.0,0.0
E0001961,NGF001395,Crop,Groundnut,Sesame,2.01,Small (1-5ha),41,Traditional,False,True,False,False,1.39,831000.0,104667.0,35417.0,603000.0,425000.0,1256000.0
E0001962,NGF001395,Goats,,,0.0,,41,N/A,False,True,False,False,0.0,0.0,0.0,0.0,603000.0,0.0,0.0
E0001963,NGF001396,Crop,Sesame,Millet,1.49,Small (1-5ha),10,Traditional,False,True,True,False,0.81,242000.0,60500.0,40333.0,447000.0,484000.0,726000.0
E0001964,NGF001396,Cattle,,,0.0,,10,N/A,False,True,False,False,0.0,0.0,0.0,0.0,447000.0,0.0,0.0
E0001965,NGF001397,Crop,Beans,Tomato,3.57,Small (1-5ha),21,Traditional,False,True,False,False,1.53,1300000.0,182000.0,73667.0,1071000.0,884000.0,2184000.0
E0001966,NGF001397,Cattle,,,0.0,,21,N/A,False,True,False,False,0.0,0.0,0.0,0.0,1071000.0,0.0,0.0
E0001967,NGF001398,Crop,Cowpea,Millet,0.49,Subsistence (<1ha),10,Traditional,False,True,False,False,1.16,137000.0,19000.0,7583.0,147000.0,91000.0,228000.0
E0001968,NGF001398,Cattle,,,0.0,,10,N/A,False,True,False,False,0.0,0.0,0.0,0.0,147000.0,0.0,0.0
E0001969,NGF001399,Crop,Millet,,4.94,Small (1-5ha),4,Traditional,False,True,False,False,1.81,1035000.0,134083.0,47833.0,1482000.0,574000.0,1609000.0
E0001970,NGF001399,Goats,,,0.0,,4,N/A,False,True,False,False,0.0,0.0,0.0,0.0,1482000.0,0.0,0.0
E0001971,NGF001400,Crop,Rice,Cocoa,0.26,Subsistence (<1ha),14,Traditional,False,True,False,False,4.0,327000.0,30333.0,3083.0,78000.0,37000.0,364000.0
E0001972,NGF001401,Crop,Beans,Vegetables,3.31,Small (1-5ha),5,Traditional,False,True,False,False,1.0,485000.0,110333.0,69917.0,993000.0,839000.0,1324000.0
E0001973,NGF001402,Crop,Cowpea,Millet,4.95,Small (1-5ha),5,Integrated,False,True,False,False,1.31,1668000.0,216000.0,77000.0,1685000.0,924000.0,2592000.0
E0001974,NGF001402,Goats,,,0.0,,5,N/A,False,True,False,False,0.0,0.0,0.0,0.0,1685000.0,0.0,0.0
E0001975,NGF001403,Crop,Cotton,Guinea Corn,0.7,Subsistence (<1ha),14,Traditional,False,True,False,False,1.82,536000.0,58167.0,13500.0,210000.0,162000.0,698000.0
E0001976,NGF001403,Sheep,,,0.0,,14,N/A,False,True,False,False,0.0,0.0,0.0,0.0,210000.0,0.0,0.0
E0001977,NGF001404,Crop,Cassava,Beans,0.63,Subsistence (<1ha),34,Integrated,False,True,False,True,21.12,1547000.0,133083.0,4167.0,239000.0,50000.0,1597000.0
E0001978,NGF001405,Crop,Cowpea,Oil Palm,3.2,Small (1-5ha),7,Traditional,False,True,False,False,1.47,1123000.0,156667.0,63083.0,960000.0,757000.0,1880000.0
E0001979,NGF001406,Crop,Yam,Sesame,0.57,Subsistence (<1ha),15,Traditional,False,True,False,False,9.11,1363000.0,121083.0,7500.0,171000.0,90000.0,1453000.0
E0001980,NGF001406,Poultry,,,0.0,,15,N/A,False,True,False,False,0.0,0.0,0.0,0.0,171000.0,0.0,0.0
E0001981,NGF001407,Crop,Plantain,Maize,0.25,Subsistence (<1ha),16,Traditional,False,True,True,False,14.84,786000.0,68000.0,2500.0,75000.0,30000.0,816000.0
E0001982,NGF001408,Crop,Cocoa,Oil Palm,0.12,Subsistence (<1ha),31,Traditional,False,True,False,False,0.73,52000.0,11250.0,6917.0,36000.0,83000.0,135000.0
E0001983,NGF001408,Poultry,,,0.0,,31,N/A,False,True,False,False,0.0,0.0,0.0,0.0,36000.0,0.0,0.0
E0001984,NGF001409,Crop,Yam,Plantain,1.52,Small (1-5ha),13,Traditional,False,True,False,False,17.52,7219000.0,621333.0,19750.0,456000.0,237000.0,7456000.0
E0001985,NGF001409,Poultry,,,0.0,,13,N/A,False,True,False,False,0.0,0.0,0.0,0.0,456000.0,0.0,0.0
E0001986,NGF001410,Crop,Yam,Cocoa,0.64,Subsistence (<1ha),27,Traditional,False,True,True,False,10.56,1785000.0,157750.0,9000.0,192000.0,108000.0,1893000.0
E0001987,NGF001411,Crop,Sorghum,Soybean,0.33,Subsistence (<1ha),8,Traditional,False,True,False,False,2.65,132000.0,13750.0,2750.0,99000.0,33000.0,165000.0
E0001988,NGF001412,Crop,Plantain,Oil Palm,0.32,Subsistence (<1ha),2,Traditional,False,True,False,False,13.1,880000.0,76833.0,3500.0,96000.0,42000.0,922000.0
E0001989,NGF001413,Crop,Beans,Oil Palm,2.81,Small (1-5ha),27,Traditional,False,True,True,False,1.78,1336000.0,166667.0,55333.0,843000.0,664000.0,2000000.0
E0001990,NGF001414,Crop,Maize,Tomato,1.31,Small (1-5ha),2,Traditional,False,True,True,False,2.77,590000.0,60500.0,11333.0,393000.0,136000.0,726000.0
E0001991,NGF001414,Goats,,,0.0,,2,N/A,False,True,False,False,0.0,0.0,0.0,0.0,393000.0,0.0,0.0
E0001992,NGF001415,Crop,Guinea Corn,Groundnut,0.43,Subsistence (<1ha),6,Traditional,False,True,True,False,2.13,119000.0,14583.0,4667.0,129000.0,56000.0,175000.0
E0001993,NGF001416,Crop,Maize,Yam,1.4,Small (1-5ha),8,Traditional,False,True,False,False,2.95,695000.0,68833.0,10917.0,420000.0,131000.0,826000.0
E0001994,NGF001416,Goats,,,0.0,,8,N/A,False,True,False,False,0.0,0.0,0.0,0.0,420000.0,0.0,0.0
E0001995,NGF001417,Crop,Cassava,Cowpea,0.55,Subsistence (<1ha),17,Traditional,False,True,False,False,13.8,883000.0,75917.0,2333.0,165000.0,28000.0,911000.0
E0001996,NGF001418,Crop,Cowpea,Sorghum,0.8,Subsistence (<1ha),25,Traditional,False,True,True,False,1.2,230000.0,32000.0,12833.0,240000.0,154000.0,384000.0
E0001997,NGF001418,Goats,,,0.0,,25,N/A,False,True,False,False,0.0,0.0,0.0,0.0,240000.0,0.0,0.0
E0001998,NGF001419,Crop,Cassava,Yam,0.91,Subsistence (<1ha),27,Traditional,False,True,False,False,23.64,2524000.0,215083.0,4750.0,273000.0,57000.0,2581000.0
E0001999,NGF001420,Crop,Maize,,1.2,Small (1-5ha),19,Traditional,False,True,False,False,4.24,885000.0,84833.0,11083.0,360000.0,133000.0,1018000.0
E0002000,NGF001421,Crop,Yam,Oil Palm,2.87,Small (1-5ha),19,Integrated,False,True,True,False,22.57,17667000.0,1511500.0,39250.0,911000.0,471000.0,18138000.0
E0002001,NGF001422,Crop,Guinea Corn,Maize,0.56,Subsistence (<1ha),23,Traditional,False,True,True,False,2.42,182000.0,21500.0,6333.0,168000.0,76000.0,258000.0
E0002002,NGF001423,Crop,Maize,,2.36,Small (1-5ha),32,Traditional,False,True,False,False,3.59,1467000.0,141167.0,18917.0,708000.0,227000.0,1694000.0
E0002003,NGF001424,Crop,Cowpea,Millet,1.58,Small (1-5ha),21,Unknown,False,True,False,False,0.87,249000.0,45667.0,24917.0,474000.0,299000.0,548000.0
E0002004,NGF001425,Crop,Cassava,Cowpea,2.33,Small (1-5ha),11,Traditional,False,True,False,False,19.71,5367000.0,459167.0,11917.0,699000.0,143000.0,5510000.0
E0002005,NGF001426,Crop,Cocoa,Rice,2.01,Small (1-5ha),7,Traditional,False,True,False,False,0.91,697000.0,228750.0,170667.0,603000.0,2048000.0,2745000.0
E0002006,NGF001427,Crop,Cassava,Oil Palm,0.14,Subsistence (<1ha),31,Integrated,False,True,False,False,18.43,301000.0,25833.0,750.0,242000.0,9000.0,310000.0
E0002007,NGF001428,Crop,Cowpea,Cassava,0.3,Subsistence (<1ha),4,Traditional,False,True,False,False,1.32,108000.0,13333.0,4333.0,90000.0,52000.0,160000.0
E0002008,NGF001428,Poultry,,,0.0,,4,N/A,False,True,False,False,0.0,0.0,0.0,0.0,90000.0,0.0,0.0
E0002009,NGF001429,Crop,Maize,Cowpea,2.04,Small (1-5ha),13,Integrated,False,True,True,False,3.94,1299000.0,134000.0,25750.0,662000.0,309000.0,1608000.0
E0002010,NGF001430,Crop,Maize,Beans,1.85,Small (1-5ha),8,Traditional,False,True,True,False,3.06,935000.0,94333.0,16417.0,555000.0,197000.0,1132000.0
E0002011,NGF001430,Goats,,,0.0,,8,N/A,False,True,False,False,0.0,0.0,0.0,0.0,555000.0,0.0,0.0
E0002012,NGF001431,Crop,Sorghum,Cowpea,2.56,Small (1-5ha),43,Traditional,False,True,False,False,2.94,1157000.0,119250.0,22833.0,768000.0,274000.0,1431000.0
E0002013,NGF001431,Goats,,,0.0,,43,N/A,False,True,False,False,0.0,0.0,0.0,0.0,768000.0,0.0,0.0
E0002014,NGF001432,Crop,Groundnut,,2.5,Small (1-5ha),30,Traditional,False,True,True,False,1.68,1179000.0,157500.0,59250.0,750000.0,711000.0,1890000.0
E0002015,NGF001433,Crop,Sorghum,Cowpea,1.45,Small (1-5ha),5,Traditional,False,True,True,False,2.45,494000.0,56167.0,15000.0,435000.0,180000.0,674000.0
E0002016,NGF001434,Crop,Yam,Rice,0.27,Subsistence (<1ha),25,Unknown,False,True,False,False,10.57,763000.0,66500.0,2917.0,81000.0,35000.0,798000.0
E0002017,NGF001435,Crop,Maize,Vegetables,0.5,Subsistence (<1ha),19,Traditional,False,True,True,True,2.74,207000.0,22833.0,5583.0,150000.0,67000.0,274000.0
E0002018,NGF001436,Crop,Sorghum,,0.8,Subsistence (<1ha),39,Traditional,False,True,False,False,3.03,375000.0,38333.0,7083.0,240000.0,85000.0,460000.0
E0002019,NGF001437,Crop,Tomato,Cowpea,0.65,Subsistence (<1ha),31,Traditional,False,True,True,True,30.36,4833000.0,411000.0,8250.0,195000.0,99000.0,4932000.0
E0002020,NGF001438,Crop,Groundnut,Maize,0.4,Subsistence (<1ha),11,Traditional,False,True,False,False,1.04,91000.0,15750.0,8167.0,120000.0,98000.0,189000.0
E0002021,NGF001439,Crop,Cowpea,Rice,2.57,Small (1-5ha),22,Integrated,False,True,False,False,1.12,484000.0,96000.0,55667.0,821000.0,668000.0,1152000.0
E0002022,NGF001439,Poultry,,,0.0,,22,N/A,False,True,False,False,0.0,0.0,0.0,0.0,821000.0,0.0,0.0
