Farmer_ID,Age,Gender,Education_Level,Marital_Status,Household_Size,Offfarm_Income,Region,State,Has_Bank_Account,Owns_Smartphone,Uses_Mobile_Money
FARMER_01338,67,Female,12,Divorced,4,0,South South,Delta,Yes,No,No
FARMER_01339,20,Male,12,Single,1,0,South South,Rivers,Yes,Yes,No
FARMER_01340,21,Female,6,Single,3,0,North East,Taraba,Yes,Yes,Yes
FARMER_01341,37,Female,16,Married,4,416000,South South,Rivers,No,Yes,Yes
FARMER_01342,28,Male,3,Married,3,136000,North West,Jigawa,No,No,No
FARMER_01343,55,Male,3,Married,7,0,South West,Osun,No,Yes,No
FARMER_01344,37,Male,18,Widowed,6,307000,North West,Jigawa,Yes,Yes,Yes
FARMER_01345,42,Male,12,Married,5,0,South West,Oyo,Yes,Yes,Yes
FARMER_01346,22,Male,14,Single,2,512000,North East,Yobe,No,No,No
FARMER_01347,46,Male,6,Married,2,99000,South West,Oyo,No,Yes,No
FARMER_01348,49,Female,12,Married,8,234000,North Central,Plateau,Yes,No,No
FARMER_01349,33,Female,6,Married,6,0,North West,Sokoto,Yes,Yes,No
FARMER_01350,26,Female,6,Married,2,72000,North West,Sokoto,Yes,Yes,Yes
FARMER_01351,47,Male,16,Widowed,2,298000,North East,Borno,Yes,No,No
FARMER_01352,62,Male,14,Married,6,367000,North West,Kano,Yes,No,No
FARMER_01353,23,Female,9,Single,2,241000,South West,Osun,No,No,No
FARMER_01354,33,Male,3,Married,7,0,North West,Kano,Yes,Yes,Yes
FARMER_01355,34,Male,0,Married,3,0,North Central,Benue,Yes,Yes,Yes
FARMER_01356,24,Female,12,Single,1,0,South West,Lagos,No,Yes,Yes
FARMER_01357,48,Female,14,Divorced,5,0,South South,Delta,No,Yes,No
FARMER_01358,26,Female,12,Married,2,0,South West,Lagos,Yes,Yes,No
FARMER_01359,53,Female,6,Married,6,73000,South East,Anambra,No,Yes,No
FARMER_01360,39,Male,0,Married,4,45000,South East,Imo,Yes,Yes,Yes
FARMER_01361,40,Male,6,Married,7,95000,South East,Abia,No,No,No
FARMER_01362,39,Female,12,Single,3,0,South West,Ekiti,No,Yes,No
FARMER_01363,51,Female,3,Married,8,0,North Central,Benue,Yes,Yes,Yes
FARMER_01364,44,Female,14,Married,4,196000,South East,Abia,No,Yes,No
FARMER_01365,45,Female,12,Married,10,173000,North West,Kaduna,Yes,No,No
FARMER_01366,57,Male,16,Single,4,0,South West,Lagos,No,No,No
FARMER_01367,31,Male,0,Married,2,0,South South,Edo,No,No,No
FARMER_01368,38,Male,6,Married,7,132000,North Central,Kogi,No,Yes,Yes
FARMER_01369,21,Female,14,Divorced,6,0,North West,Kebbi,Yes,Yes,No
FARMER_01370,37,Female,0,Married,3,0,North West,Zamfara,Yes,No,No
FARMER_01371,23,Female,0,Widowed,4,0,South West,Ondo,Yes,No,No
FARMER_01372,48,Female,18,Married,6,0,South East,Anambra,Yes,Yes,Yes
FARMER_01373,31,Female,12,Married,4,0,North Central,Benue,Yes,Yes,No
FARMER_01374,27,Male,3,Divorced,5,0,South East,Imo,No,Yes,Yes
FARMER_01375,29,Male,6,Married,3,0,North West,Kano,No,No,No
FARMER_01376,31,Male,6,Single,4,0,North East,Bauchi,No,No,No
FARMER_01377,22,Female,6,Single,2,0,North Central,Nasarawa,Yes,Yes,Yes
FARMER_01378,53,Male,0,Divorced,4,73000,South West,Ondo,No,Yes,Yes
FARMER_01379,45,Male,6,Married,3,0,North East,Borno,Yes,No,No
FARMER_01380,60,Female,0,Married,9,30000,North West,Zamfara,No,No,No
FARMER_01381,59,Female,3,Divorced,4,0,North East,Yobe,Yes,No,No
FARMER_01382,28,Male,12,Married,7,205000,South East,Ebonyi,Yes,Yes,Yes
FARMER_01383,65,Male,6,Widowed,2,127000,South East,Enugu,Yes,Yes,Yes
FARMER_01384,41,Female,6,Married,6,79000,South East,Abia,No,Yes,Yes
FARMER_01385,25,Female,6,Married,5,0,South South,Cross River,Yes,Yes,Yes
FARMER_01386,67,Male,14,Married,7,0,North East,Adamawa,Yes,Yes,Yes
FARMER_01387,53,Male,12,Married,7,0,North Central,Nasarawa,Yes,Yes,No
FARMER_01388,34,Female,0,Married,6,55000,North East,Yobe,Yes,Yes,Yes
FARMER_01389,53,Female,3,Married,6,0,South East,Enugu,No,Yes,No
FARMER_01390,26,Male,9,Married,2,207000,North East,Gombe,No,Yes,No
FARMER_01391,27,Female,3,Married,4,127000,South West,Oyo,Yes,Yes,Yes
FARMER_01392,28,Female,14,Married,5,0,North West,Kano,Yes,No,No
FARMER_01393,59,Female,18,Married,7,0,North Central,Nasarawa,No,Yes,Yes
FARMER_01394,64,Male,6,Divorced,1,0,North Central,Kwara,Yes,Yes,No
FARMER_01395,66,Male,3,Married,4,0,South East,Anambra,Yes,Yes,Yes
FARMER_01396,48,Male,12,Married,2,0,South East,Ebonyi,Yes,No,No
FARMER_01397,25,Female,12,Married,6,231000,North West,Kaduna,Yes,Yes,Yes
FARMER_01398,46,Male,12,Married,8,266000,North West,Kebbi,No,Yes,Yes
FARMER_01399,59,Female,0,Married,2,0,North Central,FCT,Yes,No,No
FARMER_01400,24,Female,14,Married,4,0,North East,Gombe,No,No,No
FARMER_01401,43,Male,6,Married,10,0,North West,Kaduna,No,Yes,Yes
FARMER_01402,59,Male,16,Divorced,5,178000,South West,Osun,No,Yes,Yes
FARMER_01403,34,Male,6,Married,3,0,North West,Zamfara,Yes,Yes,Yes
FARMER_01404,31,Female,0,Single,5,0,North Central,Niger,No,Yes,Yes
FARMER_01405,65,Male,3,Married,3,0,North East,Bauchi,Yes,No,No
FARMER_01406,69,Female,18,Married,7,264000,North West,Kaduna,Yes,No,No
FARMER_01407,49,Male,6,Married,8,122000,North West,Zamfara,Yes,Yes,Yes
FARMER_01408,49,Female,6,Married,7,98000,South East,Anambra,Yes,Yes,No
FARMER_01409,61,Female,9,Married,8,166000,North East,Yobe,Yes,Yes,Yes
FARMER_01410,44,Male,0,Married,5,0,South West,Ogun,Yes,No,No
FARMER_01411,27,Female,9,Married,2,0,South East,Abia,Yes,No,No
FARMER_01412,46,Male,9,Married,8,136000,North East,Adamawa,Yes,Yes,No
FARMER_01413,26,Male,14,Single,2,382000,North West,Jigawa,Yes,Yes,Yes
FARMER_01414,29,Male,14,Widowed,5,0,North East,Bauchi,No,No,No
FARMER_01415,55,Male,12,Widowed,6,197000,North Central,Nasarawa,Yes,No,No
FARMER_01416,57,Female,14,Married,3,0,North East,Bauchi,Yes,Yes,Yes
FARMER_01417,28,Male,0,Single,2,26000,North Central,FCT,No,Yes,Yes
FARMER_01418,19,Male,12,Single,3,0,South South,Cross River,Yes,Yes,Yes
FARMER_01419,61,Male,9,Married,5,0,North West,Jigawa,No,Yes,No
FARMER_01420,70,Male,0,Married,8,0,North West,Zamfara,No,No,No
FARMER_01421,60,Male,16,Married,5,0,South West,Lagos,No,No,No
FARMER_01422,64,Male,9,Widowed,1,193000,North Central,FCT,Yes,Yes,No
FARMER_01423,66,Female,12,Widowed,6,0,South South,Cross River,Yes,No,No
FARMER_01424,38,Male,12,Married,3,246000,North East,Bauchi,Yes,No,No
FARMER_01425,56,Male,16,Married,4,381000,South West,Osun,No,No,No
FARMER_01426,20,Female,9,Single,3,0,North East,Yobe,No,No,No
FARMER_01427,59,Male,6,Married,6,119000,South East,Anambra,No,Yes,No
FARMER_01428,18,Male,12,Single,2,0,South East,Ebonyi,No,Yes,No
FARMER_01429,52,Female,0,Married,2,26000,South East,Enugu,No,Yes,Yes
FARMER_01430,24,Male,6,Single,3,0,North West,Kebbi,No,No,No
FARMER_01431,26,Male,0,Single,3,26000,North West,Jigawa,Yes,Yes,Yes
FARMER_01432,68,Male,9,Married,5,233000,North West,Kano,Yes,No,No
FARMER_01433,22,Male,0,Single,3,49000,South East,Ebonyi,No,Yes,No
FARMER_01434,64,Female,16,Married,7,0,North West,Kaduna,No,No,No
FARMER_01435,19,Male,6,Single,2,0,North West,Kaduna,Yes,No,No
FARMER_01436,25,Male,6,Single,5,126000,North Central,Nasarawa,Yes,Yes,Yes
FARMER_01437,53,Male,18,Married,6,376000,South South,Delta,No,No,No
FARMER_01438,32,Male,3,Married,7,91000,North East,Taraba,Yes,No,No
FARMER_01439,55,Male,0,Widowed,1,35000,South West,Ondo,No,No,No
FARMER_01440,20,Male,14,Married,3,369000,North West,Kaduna,No,No,No
FARMER_01441,61,Male,12,Married,7,0,North Central,FCT,Yes,No,No
FARMER_01442,42,Male,12,Widowed,2,0,North West,Zamfara,Yes,Yes,Yes
FARMER_01443,65,Female,12,Married,10,0,North Central,Kogi,No,No,No
FARMER_01444,29,Male,12,Single,1,157000,North East,Borno,No,No,No
FARMER_01445,21,Female,9,Single,3,0,North Central,FCT,Yes,Yes,Yes
FARMER_01446,44,Female,0,Married,7,0,North West,Kano,Yes,Yes,No
FARMER_01447,66,Female,6,Married,3,94000,South South,Akwa Ibom,No,Yes,No
FARMER_01448,54,Male,12,Widowed,3,0,North East,Gombe,Yes,Yes,No
FARMER_01449,36,Female,9,Widowed,1,0,South East,Enugu,Yes,Yes,No
FARMER_01450,51,Male,14,Married,3,0,South East,Imo,No,Yes,Yes
FARMER_01451,70,Female,0,Married,6,37000,North Central,Benue,Yes,Yes,No
FARMER_01452,65,Female,12,Divorced,2,165000,South West,Oyo,Yes,No,No
FARMER_01453,44,Male,12,Married,7,0,North East,Gombe,No,No,No
FARMER_01454,24,Female,6,Single,3,90000,South West,Oyo,No,Yes,No
FARMER_01455,70,Male,3,Single,3,116000,South West,Osun,No,Yes,Yes
FARMER_01456,46,Male,12,Married,10,0,North West,Zamfara,Yes,No,No
FARMER_01457,26,Male,0,Married,4,0,North Central,FCT,Yes,Yes,Yes
FARMER_01458,51,Female,3,Widowed,6,0,South South,Akwa Ibom,Yes,No,No
FARMER_01459,68,Female,6,Married,9,0,North Central,Kogi,No,No,No
FARMER_01460,68,Male,6,Married,6,118000,South East,Imo,No,No,No
FARMER_01461,64,Male,9,Married,9,255000,South West,Ekiti,Yes,Yes,Yes
FARMER_01462,43,Female,12,Widowed,4,0,South East,Abia,Yes,Yes,Yes
FARMER_01463,47,Male,3,Married,7,0,North West,Katsina,No,Yes,No
FARMER_01464,60,Female,16,Married,3,285000,South East,Abia,No,No,No
FARMER_01465,50,Female,6,Married,4,0,South South,Bayelsa,No,Yes,No
FARMER_01466,70,Female,0,Married,2,31000,North Central,Benue,No,Yes,Yes
FARMER_01467,57,Female,6,Married,9,128000,South South,Cross River,Yes,Yes,Yes
FARMER_01468,68,Male,0,Married,6,0,North Central,Kwara,Yes,No,No
FARMER_01469,55,Male,0,Married,3,58000,North Central,Nasarawa,Yes,No,No
FARMER_01470,29,Female,0,Single,3,0,South West,Ogun,No,Yes,Yes
FARMER_01471,42,Female,0,Married,8,0,South West,Ogun,No,Yes,No
FARMER_01472,56,Male,14,Single,3,0,North East,Borno,Yes,No,No
FARMER_01473,50,Female,0,Married,5,29000,North Central,Kwara,Yes,Yes,Yes
FARMER_01474,69,Female,0,Married,5,0,North Central,FCT,No,No,No
FARMER_01475,18,Male,0,Single,2,36000,North East,Gombe,No,Yes,No
FARMER_01476,21,Female,12,Married,3,0,South West,Ondo,No,No,No
FARMER_01477,51,Female,14,Married,10,0,North Central,Niger,Yes,No,No
FARMER_01478,27,Male,14,Single,3,338000,North West,Kebbi,Yes,Yes,No
FARMER_01479,28,Female,6,Single,2,0,North West,Kaduna,Yes,No,No
FARMER_01480,59,Male,6,Married,3,0,South West,Ondo,No,Yes,No
FARMER_01481,67,Male,9,Married,6,188000,North East,Adamawa,No,Yes,Yes
FARMER_01482,64,Female,12,Married,8,0,South South,Cross River,No,Yes,Yes
FARMER_01483,57,Male,12,Divorced,6,0,South East,Abia,Yes,No,No
FARMER_01484,51,Male,3,Married,9,148000,North East,Taraba,Yes,Yes,No
FARMER_01485,23,Male,12,Single,3,0,North Central,Kogi,Yes,No,No
FARMER_01486,55,Female,6,Married,3,0,South South,Edo,No,No,No
FARMER_01487,62,Male,16,Divorced,4,0,South West,Lagos,No,Yes,Yes
FARMER_01488,67,Female,6,Married,8,0,North East,Gombe,Yes,Yes,Yes
FARMER_01489,32,Male,12,Single,2,0,North West,Sokoto,Yes,Yes,Yes
FARMER_01490,42,Male,3,Widowed,6,0,North East,Yobe,No,Yes,Yes
FARMER_01491,29,Male,6,Single,2,0,North West,Kaduna,No,No,No
FARMER_01492,61,Male,3,Married,8,0,North East,Yobe,Yes,Yes,No
FARMER_01493,61,Male,16,Divorced,3,0,North West,Zamfara,Yes,No,No
FARMER_01494,65,Female,0,Married,3,0,South South,Edo,No,No,No
FARMER_01495,56,Female,12,Married,4,0,North West,Kaduna,Yes,No,No
FARMER_01496,23,Female,0,Married,4,0,South South,Akwa Ibom,No,Yes,Yes
FARMER_01497,54,Female,12,Married,6,155000,South East,Ebonyi,Yes,No,No
FARMER_01498,34,Male,0,Single,2,51000,North Central,Nasarawa,Yes,Yes,Yes
FARMER_01499,21,Female,0,Single,3,33000,North West,Katsina,No,Yes,Yes
FARMER_01500,64,Female,6,Married,7,51000,North Central,Kogi,No,No,No
FARMER_01501,63,Male,9,Widowed,3,151000,South South,Bayelsa,Yes,Yes,Yes
FARMER_01502,32,Male,9,Single,4,225000,North Central,Nasarawa,No,Yes,Yes
FARMER_01503,44,Male,6,Married,6,0,South East,Imo,Yes,Yes,Yes
FARMER_01504,37,Male,3,Married,2,0,North Central,Nasarawa,Yes,No,No
FARMER_01505,40,Female,0,Married,9,0,South West,Osun,No,No,No
FARMER_01506,21,Female,9,Married,3,292000,North East,Bauchi,Yes,Yes,Yes
FARMER_01507,67,Male,3,Married,3,0,North Central,Benue,No,No,No
FARMER_01508,42,Male,6,Married,2,0,South West,Osun,No,Yes,Yes
FARMER_01509,45,Male,0,Married,7,33000,North East,Borno,No,Yes,Yes
FARMER_01510,30,Male,0,Widowed,6,34000,North Central,Plateau,Yes,Yes,Yes
FARMER_01511,40,Male,12,Married,2,0,South East,Imo,No,Yes,Yes
FARMER_01512,59,Male,6,Married,6,104000,South West,Oyo,No,Yes,No
FARMER_01513,30,Male,12,Married,2,205000,South South,Akwa Ibom,Yes,No,No
FARMER_01514,33,Female,6,Married,5,75000,North Central,Plateau,Yes,Yes,Yes
FARMER_01515,48,Female,0,Married,9,50000,South West,Oyo,Yes,Yes,Yes
FARMER_01516,41,Female,3,Widowed,1,0,South South,Rivers,No,Yes,Yes
FARMER_01517,53,Female,9,Married,5,0,North Central,Kogi,No,No,No
FARMER_01518,36,Female,14,Married,2,0,North East,Gombe,Yes,No,No
FARMER_01519,27,Female,0,Married,6,69000,South West,Lagos,No,Yes,Yes
FARMER_01520,62,Male,14,Married,2,0,South South,Edo,No,Yes,No
FARMER_01521,70,Male,6,Married,10,122000,North East,Borno,Yes,Yes,Yes
FARMER_01522,23,Female,9,Divorced,3,143000,North West,Kebbi,Yes,No,No
FARMER_01523,37,Female,3,Married,3,91000,South East,Ebonyi,No,No,No
FARMER_01524,35,Female,0,Married,3,0,North East,Borno,No,Yes,No
FARMER_01525,20,Male,14,Single,3,0,South West,Ondo,No,Yes,No
FARMER_01526,39,Female,0,Married,6,44000,North East,Taraba,Yes,Yes,Yes
FARMER_01527,24,Male,0,Married,4,0,North Central,FCT,No,No,No
FARMER_01528,25,Female,0,Married,4,38000,South West,Osun,Yes,Yes,Yes
FARMER_01529,34,Male,6,Married,5,55000,North Central,Plateau,Yes,Yes,Yes
FARMER_01530,39,Male,3,Single,4,58000,South South,Edo,Yes,Yes,Yes
FARMER_01531,64,Male,3,Widowed,6,108000,North Central,Niger,Yes,No,No
FARMER_01532,66,Male,3,Married,2,0,North West,Zamfara,Yes,No,No
FARMER_01533,59,Female,3,Widowed,6,0,South West,Osun,Yes,No,No
FARMER_01534,50,Male,3,Divorced,5,0,South East,Anambra,Yes,No,No
FARMER_01535,42,Female,12,Married,10,0,South South,Edo,Yes,No,No
FARMER_01536,40,Female,6,Married,4,127000,South South,Rivers,Yes,No,No
FARMER_01537,67,Female,0,Single,4,0,North Central,Kogi,Yes,Yes,No
FARMER_01538,28,Female,3,Married,2,64000,South West,Ogun,No,No,No
FARMER_01539,33,Female,16,Single,1,389000,South East,Anambra,Yes,Yes,No
FARMER_01540,46,Male,12,Married,6,0,North East,Bauchi,No,Yes,Yes
FARMER_01541,31,Male,6,Divorced,5,111000,South East,Abia,Yes,Yes,Yes
FARMER_01542,27,Female,16,Married,4,507000,South West,Ogun,Yes,Yes,Yes
FARMER_01543,36,Female,0,Married,3,36000,South West,Oyo,Yes,Yes,No
FARMER_01544,27,Male,12,Married,6,0,North East,Gombe,Yes,Yes,No
FARMER_01545,64,Female,9,Married,4,290000,South East,Anambra,Yes,Yes,Yes
FARMER_01546,60,Female,0,Divorced,5,26000,North West,Jigawa,No,No,No
FARMER_01547,53,Male,0,Married,2,0,South South,Edo,No,No,No
FARMER_01548,29,Male,0,Married,3,0,North Central,Kwara,Yes,No,No
FARMER_01549,51,Male,9,Married,9,0,South West,Ogun,Yes,Yes,Yes
FARMER_01550,63,Female,14,Single,3,322000,South East,Ebonyi,No,No,No
FARMER_01551,23,Male,14,Single,2,0,South South,Delta,Yes,No,No
FARMER_01552,62,Male,6,Married,5,0,North West,Sokoto,Yes,Yes,Yes
FARMER_01553,20,Male,14,Married,2,0,North Central,Niger,Yes,No,No
FARMER_01554,64,Female,14,Single,3,484000,South East,Enugu,Yes,No,No
FARMER_01555,60,Female,6,Married,2,0,South East,Enugu,Yes,No,No
FARMER_01556,70,Male,6,Married,4,0,South East,Ebonyi,No,Yes,No
FARMER_01557,61,Male,12,Divorced,2,0,North East,Yobe,Yes,No,No
FARMER_01558,42,Male,6,Married,8,82000,South East,Abia,Yes,No,No
FARMER_01559,27,Female,12,Married,3,298000,South South,Cross River,Yes,Yes,Yes
FARMER_01560,53,Female,0,Married,8,0,North West,Kano,Yes,Yes,No
FARMER_01561,52,Female,0,Married,8,58000,South South,Delta,Yes,No,No
FARMER_01562,55,Female,12,Widowed,1,226000,South West,Ekiti,No,No,No
FARMER_01563,34,Female,0,Single,4,0,South West,Ondo,No,Yes,Yes
FARMER_01564,61,Male,12,Widowed,1,0,North Central,Benue,Yes,Yes,Yes
FARMER_01565,46,Female,9,Married,7,0,South East,Enugu,Yes,No,No
FARMER_01566,34,Female,0,Married,4,0,North Central,FCT,Yes,No,No
FARMER_01567,70,Male,14,Married,4,0,North West,Kebbi,No,No,No
FARMER_01568,57,Male,0,Married,8,32000,North East,Yobe,Yes,No,No
FARMER_01569,62,Female,6,Widowed,1,0,South South,Cross River,No,Yes,Yes
FARMER_01570,38,Male,3,Married,3,0,South South,Rivers,No,Yes,Yes
FARMER_01571,60,Male,6,Married,2,0,North East,Borno,Yes,Yes,Yes
FARMER_01572,22,Male,12,Married,3,0,North East,Taraba,Yes,No,No
FARMER_01573,35,Female,0,Widowed,6,0,North Central,Kogi,Yes,Yes,Yes
FARMER_01574,36,Female,6,Married,7,113000,North East,Gombe,No,Yes,Yes
FARMER_01575,39,Male,9,Married,3,119000,North Central,Plateau,No,Yes,Yes
FARMER_01576,38,Male,9,Married,7,161000,South West,Ogun,No,Yes,No
FARMER_01577,43,Male,16,Married,2,0,North West,Sokoto,Yes,No,No
FARMER_01578,41,Female,0,Married,2,0,North Central,Nasarawa,Yes,Yes,No
FARMER_01579,69,Male,3,Widowed,5,0,South South,Akwa Ibom,Yes,Yes,Yes
FARMER_01580,34,Male,0,Married,5,55000,North West,Jigawa,Yes,Yes,Yes
FARMER_01581,46,Male,6,Married,10,0,North West,Katsina,Yes,No,No
FARMER_01582,46,Male,0,Widowed,2,0,South East,Imo,No,No,No
FARMER_01583,21,Female,9,Single,1,0,South South,Cross River,Yes,No,No
FARMER_01584,42,Female,12,Widowed,2,0,South East,Anambra,Yes,No,No
FARMER_01585,24,Female,9,Married,3,282000,North Central,Niger,Yes,Yes,No
FARMER_01586,61,Female,12,Married,5,0,South South,Delta,Yes,Yes,No
FARMER_01587,30,Male,0,Married,6,0,South East,Imo,No,Yes,No
FARMER_01588,27,Female,12,Married,5,219000,North East,Borno,Yes,No,No
FARMER_01589,38,Female,0,Married,5,0,North East,Borno,No,No,No
FARMER_01590,60,Male,16,Married,3,254000,South South,Akwa Ibom,No,Yes,Yes
FARMER_01591,27,Female,0,Single,3,0,North Central,Benue,Yes,Yes,No
FARMER_01592,32,Female,9,Single,4,0,South East,Anambra,Yes,Yes,Yes
FARMER_01593,65,Female,9,Married,4,0,North Central,Nasarawa,Yes,Yes,Yes
FARMER_01594,44,Male,9,Single,2,271000,North Central,Plateau,Yes,No,No
FARMER_01595,66,Male,9,Married,8,246000,North Central,Niger,Yes,No,No
FARMER_01596,56,Male,3,Single,3,0,South East,Anambra,Yes,Yes,Yes
FARMER_01597,45,Male,0,Married,8,49000,South West,Ogun,No,Yes,No
FARMER_01598,27,Male,9,Single,4,285000,South South,Cross River,Yes,Yes,Yes
FARMER_01599,52,Male,6,Widowed,5,0,North West,Sokoto,Yes,Yes,Yes
FARMER_01600,41,Male,3,Married,6,111000,South East,Ebonyi,No,Yes,Yes
FARMER_01601,22,Male,12,Single,3,0,North East,Borno,Yes,Yes,Yes
FARMER_01602,53,Female,9,Married,9,254000,North Central,Nasarawa,No,No,No
FARMER_01603,54,Female,14,Widowed,3,506000,North West,Kano,No,Yes,No
FARMER_01604,47,Female,0,Single,1,0,South South,Rivers,No,No,No
FARMER_01605,61,Female,0,Widowed,4,30000,South West,Oyo,Yes,No,No
FARMER_01606,51,Male,0,Married,4,0,South South,Cross River,No,No,No
FARMER_01607,26,Male,12,Single,5,139000,South East,Ebonyi,Yes,Yes,Yes
FARMER_01608,50,Male,12,Married,4,207000,North West,Zamfara,Yes,Yes,Yes
FARMER_01609,21,Male,6,Married,3,0,South South,Delta,Yes,Yes,Yes
FARMER_01610,62,Male,6,Widowed,3,0,North East,Bauchi,No,No,No
FARMER_01611,68,Male,9,Married,5,0,North Central,FCT,Yes,Yes,Yes
FARMER_01612,39,Male,12,Married,2,0,South South,Rivers,No,Yes,Yes
FARMER_01613,27,Female,12,Married,7,113000,South South,Delta,Yes,Yes,Yes
FARMER_01614,31,Female,9,Married,7,0,North East,Taraba,Yes,Yes,Yes
FARMER_01615,55,Male,6,Married,4,0,North Central,Niger,Yes,No,No
FARMER_01616,22,Male,12,Married,2,0,North East,Yobe,No,Yes,No
FARMER_01617,50,Male,0,Single,5,0,North Central,FCT,Yes,Yes,Yes
FARMER_01618,36,Female,12,Divorced,5,235000,South South,Cross River,Yes,Yes,No
FARMER_01619,33,Female,16,Divorced,4,0,North Central,Benue,Yes,Yes,No
FARMER_01620,40,Male,12,Married,10,297000,South South,Rivers,Yes,Yes,Yes
FARMER_01621,34,Female,6,Widowed,6,0,South South,Akwa Ibom,Yes,Yes,No
FARMER_01622,31,Female,12,Married,3,0,North Central,FCT,Yes,Yes,Yes
FARMER_01623,32,Female,6,Married,6,121000,North East,Taraba,No,No,No
FARMER_01624,61,Male,12,Married,7,0,North East,Bauchi,No,Yes,Yes
FARMER_01625,69,Male,12,Married,6,294000,South West,Lagos,Yes,Yes,Yes
FARMER_01626,39,Female,9,Married,5,273000,South East,Abia,Yes,Yes,Yes
FARMER_01627,42,Male,9,Married,10,188000,South South,Edo,No,Yes,Yes
FARMER_01628,58,Female,12,Married,6,188000,South West,Osun,No,Yes,Yes
FARMER_01629,68,Male,12,Married,9,0,South East,Imo,No,No,No
FARMER_01630,38,Female,6,Married,5,0,North East,Yobe,No,No,No
FARMER_01631,51,Female,9,Married,3,215000,South West,Ondo,Yes,No,No
FARMER_01632,47,Female,16,Married,9,0,North Central,Plateau,Yes,No,No
FARMER_01633,67,Male,6,Married,3,109000,North West,Kaduna,Yes,Yes,No
FARMER_01634,36,Female,18,Married,3,321000,North East,Taraba,No,Yes,Yes
FARMER_01635,40,Female,14,Divorced,3,0,South South,Edo,Yes,Yes,No
FARMER_01636,39,Female,0,Married,7,0,North East,Taraba,No,No,No
FARMER_01637,60,Male,12,Married,5,241000,South South,Bayelsa,Yes,Yes,Yes
FARMER_01638,46,Female,0,Widowed,5,69000,North Central,Kwara,No,Yes,Yes
FARMER_01639,54,Male,14,Married,8,0,South South,Cross River,Yes,No,No
FARMER_01640,66,Male,6,Married,9,107000,South West,Ekiti,No,Yes,No
FARMER_01641,59,Female,12,Married,6,0,South East,Anambra,Yes,No,No
FARMER_01642,69,Male,0,Married,3,0,North East,Adamawa,Yes,Yes,Yes
FARMER_01643,24,Male,6,Married,4,0,North West,Jigawa,No,No,No
FARMER_01644,42,Female,12,Married,6,0,North West,Katsina,No,Yes,Yes
FARMER_01645,30,Female,9,Married,2,0,North East,Borno,Yes,No,No
FARMER_01646,39,Male,12,Married,7,0,North West,Zamfara,Yes,Yes,Yes
FARMER_01647,56,Female,6,Married,6,0,South South,Cross River,Yes,No,No
FARMER_01648,20,Male,12,Widowed,1,0,South West,Osun,Yes,Yes,Yes
FARMER_01649,18,Male,12,Single,2,0,North Central,Benue,No,Yes,No
FARMER_01650,27,Female,0,Married,6,63000,South South,Cross River,No,No,No
FARMER_01651,21,Male,0,Married,3,33000,North Central,Nasarawa,No,Yes,Yes
FARMER_01652,18,Female,12,Married,3,289000,South South,Delta,Yes,Yes,Yes
FARMER_01653,60,Male,12,Married,4,0,South South,Cross River,Yes,Yes,Yes
FARMER_01654,34,Male,12,Married,2,0,North West,Kano,No,Yes,Yes
FARMER_01655,65,Male,3,Married,3,0,North Central,Plateau,Yes,No,No
FARMER_01656,67,Female,6,Widowed,3,0,South East,Ebonyi,Yes,No,No
FARMER_01657,28,Male,0,Married,4,59000,North West,Sokoto,No,No,No
FARMER_01658,52,Male,14,Married,3,484000,South East,Ebonyi,Yes,No,No
FARMER_01659,65,Female,12,Widowed,6,195000,North West,Kano,Yes,No,No
FARMER_01660,69,Male,14,Single,2,458000,North Central,Plateau,Yes,No,No
FARMER_01661,58,Male,14,Widowed,5,192000,South East,Anambra,Yes,No,No
FARMER_01662,59,Female,12,Married,9,0,North East,Borno,No,Yes,Yes
FARMER_01663,29,Male,6,Single,4,81000,North Central,Kwara,Yes,No,No
FARMER_01664,41,Male,14,Married,10,0,South East,Anambra,No,No,No
FARMER_01665,66,Female,16,Married,5,0,North Central,Kogi,No,Yes,Yes
FARMER_01666,21,Male,9,Single,3,0,South West,Lagos,No,No,No
FARMER_01667,38,Male,0,Divorced,5,67000,North Central,Nasarawa,Yes,No,No
FARMER_01668,31,Female,6,Married,4,61000,South West,Lagos,Yes,No,No
FARMER_01669,69,Female,6,Married,10,133000,South West,Oyo,Yes,Yes,Yes
FARMER_01670,37,Male,6,Married,4,81000,North Central,Nasarawa,No,Yes,No
FARMER_01671,38,Male,0,Widowed,5,54000,South East,Ebonyi,Yes,Yes,No
FARMER_01672,36,Female,12,Married,6,0,South West,Lagos,Yes,Yes,Yes
FARMER_01673,58,Female,3,Single,3,0,South West,Oyo,No,No,No
FARMER_01674,46,Male,16,Married,10,294000,South West,Ekiti,No,No,No
FARMER_01675,30,Male,9,Widowed,6,110000,South South,Rivers,No,No,No
FARMER_01676,41,Male,9,Married,10,0,South West,Oyo,No,No,No
FARMER_01677,39,Female,16,Married,6,0,South East,Enugu,Yes,Yes,Yes
FARMER_01678,69,Female,12,Married,10,293000,North West,Kaduna,No,Yes,Yes
FARMER_01679,31,Male,6,Divorced,6,97000,North West,Kaduna,No,No,No
FARMER_01680,52,Male,14,Married,7,473000,North Central,Plateau,Yes,Yes,Yes
FARMER_01681,31,Female,6,Widowed,4,0,North East,Adamawa,Yes,Yes,Yes
FARMER_01682,61,Male,0,Married,10,72000,North West,Sokoto,Yes,Yes,No
